,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Monsters,0.612,0.765,1,-3.909,1,0.0984,0.0195,0,0.039,0.534,88.262,audio_features,0hP4gyXuCEA0253P8LnXfw,spotify:track:0hP4gyXuCEA0253P8LnXfw,https://api.spotify.com/v1/tracks/0hP4gyXuCEA0253P8LnXfw,https://api.spotify.com/v1/audio-analysis/0hP4gyXuCEA0253P8LnXfw,225293,4
Unknown Track,0.5,0.391,1,-16.691,1,0.0386,0.019,0.771,0.139,0.0506,126.949,audio_features,4kAIL78sPF4Rh7lmZUz5hB,spotify:track:4kAIL78sPF4Rh7lmZUz5hB,https://api.spotify.com/v1/tracks/4kAIL78sPF4Rh7lmZUz5hB,https://api.spotify.com/v1/audio-analysis/4kAIL78sPF4Rh7lmZUz5hB,187675,4
Never Forget You,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,audio_features,6hmhG1b4LEyNuashVvuIAo,spotify:track:6hmhG1b4LEyNuashVvuIAo,https://api.spotify.com/v1/tracks/6hmhG1b4LEyNuashVvuIAo,https://api.spotify.com/v1/audio-analysis/6hmhG1b4LEyNuashVvuIAo,213428,4
Mi Mi Mi - Radio Edit,0.651,0.663,0,-5.569,0,0.0281,0.228,0,0.0994,0.465,102.0,audio_features,4llK75pXNWZz6KAho2Gp16,spotify:track:4llK75pXNWZz6KAho2Gp16,https://api.spotify.com/v1/tracks/4llK75pXNWZz6KAho2Gp16,https://api.spotify.com/v1/audio-analysis/4llK75pXNWZz6KAho2Gp16,259453,4
Ik Kahani,0.712,0.621,2,-6.374,1,0.0278,0.116,5.43e-06,0.142,0.779,101.981,audio_features,4dd9gI8s5V4D3VjMK6L8a3,spotify:track:4dd9gI8s5V4D3VjMK6L8a3,https://api.spotify.com/v1/tracks/4dd9gI8s5V4D3VjMK6L8a3,https://api.spotify.com/v1/audio-analysis/4dd9gI8s5V4D3VjMK6L8a3,205908,4
Solo Dance,0.746,0.846,9,-2.432,1,0.048,0.0485,0,0.195,0.403,114.955,audio_features,10AsRVRdU07cMAFHeGYO3c,spotify:track:10AsRVRdU07cMAFHeGYO3c,https://api.spotify.com/v1/tracks/10AsRVRdU07cMAFHeGYO3c,https://api.spotify.com/v1/audio-analysis/10AsRVRdU07cMAFHeGYO3c,174933,4
Сломана,0.657,0.862,0,-4.606,0,0.0379,0.528,0.000334,0.264,0.539,98.038,audio_features,5JxLTujYvge0kROrxHjUuf,spotify:track:5JxLTujYvge0kROrxHjUuf,https://api.spotify.com/v1/tracks/5JxLTujYvge0kROrxHjUuf,https://api.spotify.com/v1/audio-analysis/5JxLTujYvge0kROrxHjUuf,242908,4
(Don't Fight It) Feel It - AronChupa Edit [La Vida Nuestra Soundtrack],0.667,0.823,0,-5.203,1,0.113,0.327,0,0.225,0.656,110.12,audio_features,45EGyXrLv4c63yjiaWMAid,spotify:track:45EGyXrLv4c63yjiaWMAid,https://api.spotify.com/v1/tracks/45EGyXrLv4c63yjiaWMAid,https://api.spotify.com/v1/audio-analysis/45EGyXrLv4c63yjiaWMAid,157091,4
Sad Song (feat. TINI),0.734,0.693,0,-6.474,1,0.0361,0.0878,0,0.341,0.55,110.021,audio_features,2JoIjuzRplpYGvvLpSW2on,spotify:track:2JoIjuzRplpYGvvLpSW2on,https://api.spotify.com/v1/tracks/2JoIjuzRplpYGvvLpSW2on,https://api.spotify.com/v1/audio-analysis/2JoIjuzRplpYGvvLpSW2on,154024,4
Talk Dirty (feat. 2 Chainz),0.76,0.652,6,-7.321,1,0.232,0.0348,0,0.307,0.759,100.315,audio_features,5l3CML2OnzfNs5RfVgbcLt,spotify:track:5l3CML2OnzfNs5RfVgbcLt,https://api.spotify.com/v1/tracks/5l3CML2OnzfNs5RfVgbcLt,https://api.spotify.com/v1/audio-analysis/5l3CML2OnzfNs5RfVgbcLt,177685,4
Happier - Stripped,0.629,0.308,5,-10.382,1,0.0339,0.744,0.000821,0.198,0.153,94.147,audio_features,2FkQbpFk34QN97I3OHmfaA,spotify:track:2FkQbpFk34QN97I3OHmfaA,https://api.spotify.com/v1/tracks/2FkQbpFk34QN97I3OHmfaA,https://api.spotify.com/v1/audio-analysis/2FkQbpFk34QN97I3OHmfaA,250507,4
Good In Goodbye,0.658,0.698,11,-5.95,0,0.177,0.433,0,0.174,0.457,139.054,audio_features,1GVF9369j7InydwGztCDIZ,spotify:track:1GVF9369j7InydwGztCDIZ,https://api.spotify.com/v1/tracks/1GVF9369j7InydwGztCDIZ,https://api.spotify.com/v1/audio-analysis/1GVF9369j7InydwGztCDIZ,141949,4
Never (feat. OMI),0.651,0.595,8,-6.889,1,0.179,0.279,0,0.241,0.816,116.92,audio_features,1vJcmqWQtXu9OnvIthO9HQ,spotify:track:1vJcmqWQtXu9OnvIthO9HQ,https://api.spotify.com/v1/tracks/1vJcmqWQtXu9OnvIthO9HQ,https://api.spotify.com/v1/audio-analysis/1vJcmqWQtXu9OnvIthO9HQ,190080,5
Higher Love,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,audio_features,6oJ6le65B3SEqPwMRNXWjY,spotify:track:6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/tracks/6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,228267,4
Притяженья больше нет,0.605,0.75,10,-4.212,0,0.029,0.285,5.4e-06,0.156,0.26,95.003,audio_features,7ndeZPziJewaHeCC4hyEuq,spotify:track:7ndeZPziJewaHeCC4hyEuq,https://api.spotify.com/v1/tracks/7ndeZPziJewaHeCC4hyEuq,https://api.spotify.com/v1/audio-analysis/7ndeZPziJewaHeCC4hyEuq,245725,4
This Is How We Party (with Icona Pop),0.802,0.803,4,-5.428,1,0.153,0.0572,1.06e-06,0.269,0.339,118.997,audio_features,02rbSCTm2smTIZ6d8im2NP,spotify:track:02rbSCTm2smTIZ6d8im2NP,https://api.spotify.com/v1/tracks/02rbSCTm2smTIZ6d8im2NP,https://api.spotify.com/v1/audio-analysis/02rbSCTm2smTIZ6d8im2NP,147605,4
Tsunami,0.571,0.774,4,-5.268,0,0.0737,0.0639,0.693,0.0708,0.665,128.013,audio_features,1yvIm4msdKqkZvdTb6mryt,spotify:track:1yvIm4msdKqkZvdTb6mryt,https://api.spotify.com/v1/tracks/1yvIm4msdKqkZvdTb6mryt,https://api.spotify.com/v1/audio-analysis/1yvIm4msdKqkZvdTb6mryt,229068,4
Good Thing (with Kehlani),0.693,0.564,1,-3.857,0,0.0378,0.399,0,0.0409,0.574,185.913,audio_features,5aUSEPNd3m5xliFK4pn5mU,spotify:track:5aUSEPNd3m5xliFK4pn5mU,https://api.spotify.com/v1/tracks/5aUSEPNd3m5xliFK4pn5mU,https://api.spotify.com/v1/audio-analysis/5aUSEPNd3m5xliFK4pn5mU,210901,3
The Greatest,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,audio_features,7xHWNBFm6ObGEQPaUxHuKO,spotify:track:7xHWNBFm6ObGEQPaUxHuKO,https://api.spotify.com/v1/tracks/7xHWNBFm6ObGEQPaUxHuKO,https://api.spotify.com/v1/audio-analysis/7xHWNBFm6ObGEQPaUxHuKO,210227,4
Nightwhisper,0.669,0.885,1,-6.538,1,0.0361,0.00134,0.906,0.213,0.156,119.974,audio_features,3SYO8wU4bEgIYt7AeGRIwG,spotify:track:3SYO8wU4bEgIYt7AeGRIwG,https://api.spotify.com/v1/tracks/3SYO8wU4bEgIYt7AeGRIwG,https://api.spotify.com/v1/audio-analysis/3SYO8wU4bEgIYt7AeGRIwG,217000,4
Takeaway (feat. Lennon Stella),,,,,,,,,,,,,,,,,,
Stereo Hearts (feat. Adam Levine),0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,audio_features,0qOnSQQF0yzuPWsXrQ9paz,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,https://api.spotify.com/v1/tracks/0qOnSQQF0yzuPWsXrQ9paz,https://api.spotify.com/v1/audio-analysis/0qOnSQQF0yzuPWsXrQ9paz,210960,4
Summer of '69 (acoustic),0.85,0.256,0,-12.483,1,0.103,0.706,0,0.119,0.577,139.98,audio_features,5ZGKkwX6Bl4VmwMNz75ojb,spotify:track:5ZGKkwX6Bl4VmwMNz75ojb,https://api.spotify.com/v1/tracks/5ZGKkwX6Bl4VmwMNz75ojb,https://api.spotify.com/v1/audio-analysis/5ZGKkwX6Bl4VmwMNz75ojb,181607,4
Dilnawaz,0.501,0.568,4,-7.968,0,0.0331,0.217,1.64e-05,0.094,0.236,88.904,audio_features,2KDR0VRWbQ88LQ1cdi8T3z,spotify:track:2KDR0VRWbQ88LQ1cdi8T3z,https://api.spotify.com/v1/tracks/2KDR0VRWbQ88LQ1cdi8T3z,https://api.spotify.com/v1/audio-analysis/2KDR0VRWbQ88LQ1cdi8T3z,207531,4
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),0.644,0.755,1,-5.325,1,0.0448,0.00237,7.64e-06,0.0859,0.334,102.861,audio_features,6zegtH6XXd2PDPLvy1Y0n2,spotify:track:6zegtH6XXd2PDPLvy1Y0n2,https://api.spotify.com/v1/tracks/6zegtH6XXd2PDPLvy1Y0n2,https://api.spotify.com/v1/audio-analysis/6zegtH6XXd2PDPLvy1Y0n2,190067,4
Zehnaseeb,0.623,0.595,7,-6.342,1,0.0331,0.363,0.000131,0.353,0.418,78.029,audio_features,3xF15SqY32Mno3UUMBirhU,spotify:track:3xF15SqY32Mno3UUMBirhU,https://api.spotify.com/v1/tracks/3xF15SqY32Mno3UUMBirhU,https://api.spotify.com/v1/audio-analysis/3xF15SqY32Mno3UUMBirhU,217440,4
Bubblegum (feat. Tyga),0.856,0.633,11,-6.429,0,0.34,0.0718,0,0.112,0.77,109.011,audio_features,1EujTZPE2yBYbbwu2vWXvr,spotify:track:1EujTZPE2yBYbbwu2vWXvr,https://api.spotify.com/v1/tracks/1EujTZPE2yBYbbwu2vWXvr,https://api.spotify.com/v1/audio-analysis/1EujTZPE2yBYbbwu2vWXvr,205972,4
Fiz Esse Som Pra Você - Ralk Remix,0.76,0.619,1,-8.38,0,0.0464,0.00256,3.52e-05,0.294,0.538,125.052,audio_features,08E0nvXBTp8ayyOaXwEtue,spotify:track:08E0nvXBTp8ayyOaXwEtue,https://api.spotify.com/v1/tracks/08E0nvXBTp8ayyOaXwEtue,https://api.spotify.com/v1/audio-analysis/08E0nvXBTp8ayyOaXwEtue,172340,4
Just Imagine It,0.699,0.761,10,-4.337,1,0.0457,0.0466,0,0.107,0.443,120.044,audio_features,0mtmrbRFsectINNpHdDkUQ,spotify:track:0mtmrbRFsectINNpHdDkUQ,https://api.spotify.com/v1/tracks/0mtmrbRFsectINNpHdDkUQ,https://api.spotify.com/v1/audio-analysis/0mtmrbRFsectINNpHdDkUQ,250747,4
Sick Boy,0.575,0.571,1,-7.906,1,0.0439,0.0558,0,0.0912,0.449,105.049,audio_features,4NBTZtAt1F13VvlSKe6KTl,spotify:track:4NBTZtAt1F13VvlSKe6KTl,https://api.spotify.com/v1/tracks/4NBTZtAt1F13VvlSKe6KTl,https://api.spotify.com/v1/audio-analysis/4NBTZtAt1F13VvlSKe6KTl,197947,4
Uncomplicated,0.544,0.661,11,-4.221,0,0.0383,0.636,0,0.194,0.38,103.036,audio_features,4DYiIElELrQ8g07d5SPDQN,spotify:track:4DYiIElELrQ8g07d5SPDQN,https://api.spotify.com/v1/tracks/4DYiIElELrQ8g07d5SPDQN,https://api.spotify.com/v1/audio-analysis/4DYiIElELrQ8g07d5SPDQN,205049,4
Boy Bye,0.869,0.747,9,-7.143,1,0.151,0.512,0,0.124,0.784,124.932,audio_features,6e7hIhOLH9zvb3zP5O5gt0,spotify:track:6e7hIhOLH9zvb3zP5O5gt0,https://api.spotify.com/v1/tracks/6e7hIhOLH9zvb3zP5O5gt0,https://api.spotify.com/v1/audio-analysis/6e7hIhOLH9zvb3zP5O5gt0,142187,4
Numb,0.496,0.863,9,-4.153,1,0.0381,0.0046,0,0.639,0.243,110.018,audio_features,2nLtzopw4rPReszdYBJU6h,spotify:track:2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/tracks/2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/audio-analysis/2nLtzopw4rPReszdYBJU6h,185587,4
Higher Ground (feat. John Martin),0.442,0.619,1,-5.28,1,0.0321,0.0841,0,0.0889,0.382,128.318,audio_features,0rohJsT6NWsThpukt0Xxdc,spotify:track:0rohJsT6NWsThpukt0Xxdc,https://api.spotify.com/v1/tracks/0rohJsT6NWsThpukt0Xxdc,https://api.spotify.com/v1/audio-analysis/0rohJsT6NWsThpukt0Xxdc,206279,4
All This Time,0.66,0.857,2,-5.219,1,0.321,0.167,1.36e-05,0.119,0.233,130.069,audio_features,3zGpHUsSZ0xLRdDlbWbv5G,spotify:track:3zGpHUsSZ0xLRdDlbWbv5G,https://api.spotify.com/v1/tracks/3zGpHUsSZ0xLRdDlbWbv5G,https://api.spotify.com/v1/audio-analysis/3zGpHUsSZ0xLRdDlbWbv5G,225160,4
Slow Dancing in a Burning Room,0.668,0.361,1,-8.69,0,0.0273,0.573,0.00506,0.0805,0.288,134.15,audio_features,2jdAk8ATWIL3dwT47XpRfu,spotify:track:2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/tracks/2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/audio-analysis/2jdAk8ATWIL3dwT47XpRfu,242000,5
Troublemaker (feat. Flo Rida),0.762,0.863,0,-3.689,0,0.0565,0.015,0,0.125,0.965,106.008,audio_features,3raIDwS1IWxjBq48cE4E8h,spotify:track:3raIDwS1IWxjBq48cE4E8h,https://api.spotify.com/v1/tracks/3raIDwS1IWxjBq48cE4E8h,https://api.spotify.com/v1/audio-analysis/3raIDwS1IWxjBq48cE4E8h,185587,4
In Your Arms (with X Ambassadors),0.404,0.806,2,-4.75,1,0.0496,0.198,0,0.114,0.112,148.036,audio_features,70YPzqSEwJvAIQ6nMs1cjY,spotify:track:70YPzqSEwJvAIQ6nMs1cjY,https://api.spotify.com/v1/tracks/70YPzqSEwJvAIQ6nMs1cjY,https://api.spotify.com/v1/audio-analysis/70YPzqSEwJvAIQ6nMs1cjY,220730,4
My Best Life (feat. Mike Waters),0.625,0.836,8,-2.884,0,0.224,0.0305,0,0.0867,0.675,105.023,audio_features,5kldIyD365H9iq8Cz1Jb5F,spotify:track:5kldIyD365H9iq8Cz1Jb5F,https://api.spotify.com/v1/tracks/5kldIyD365H9iq8Cz1Jb5F,https://api.spotify.com/v1/audio-analysis/5kldIyD365H9iq8Cz1Jb5F,212286,4
Lost Within,0.47,0.857,6,-5.776,0,0.0609,0.176,0,0.108,0.219,149.94,audio_features,4ruvnIlUX6mOyum1himQQW,spotify:track:4ruvnIlUX6mOyum1himQQW,https://api.spotify.com/v1/tracks/4ruvnIlUX6mOyum1himQQW,https://api.spotify.com/v1/audio-analysis/4ruvnIlUX6mOyum1himQQW,229093,4
Without You,0.662,0.858,2,-4.844,1,0.0428,0.00163,0,0.0456,0.295,133.993,audio_features,6Pgkp4qUoTmJIPn7ReaGxL,spotify:track:6Pgkp4qUoTmJIPn7ReaGxL,https://api.spotify.com/v1/tracks/6Pgkp4qUoTmJIPn7ReaGxL,https://api.spotify.com/v1/audio-analysis/6Pgkp4qUoTmJIPn7ReaGxL,181673,4
If I Had You,0.701,0.736,11,-8.81,0,0.198,0.0433,0,0.0427,0.441,95.057,audio_features,3ag2tvnW6j0uTlReDfsUlb,spotify:track:3ag2tvnW6j0uTlReDfsUlb,https://api.spotify.com/v1/tracks/3ag2tvnW6j0uTlReDfsUlb,https://api.spotify.com/v1/audio-analysis/3ag2tvnW6j0uTlReDfsUlb,233834,4
Part Of Me,0.565,0.242,2,-8.367,1,0.0318,0.762,9.3e-06,0.285,0.237,81.657,audio_features,5ug4vqGZ3eisGhY1IsziNX,spotify:track:5ug4vqGZ3eisGhY1IsziNX,https://api.spotify.com/v1/tracks/5ug4vqGZ3eisGhY1IsziNX,https://api.spotify.com/v1/audio-analysis/5ug4vqGZ3eisGhY1IsziNX,243267,4
Lost in Love (feat. Jake Miller),0.754,0.871,9,-4.623,1,0.0579,0.00654,0,0.166,0.852,125.028,audio_features,2Ja92YrTrjKGcH7Oo3pi7F,spotify:track:2Ja92YrTrjKGcH7Oo3pi7F,https://api.spotify.com/v1/tracks/2Ja92YrTrjKGcH7Oo3pi7F,https://api.spotify.com/v1/audio-analysis/2Ja92YrTrjKGcH7Oo3pi7F,182187,4
So Close,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03,audio_features,7FjZU7XFs7P9jHI9Z0yRhK,spotify:track:7FjZU7XFs7P9jHI9Z0yRhK,https://api.spotify.com/v1/tracks/7FjZU7XFs7P9jHI9Z0yRhK,https://api.spotify.com/v1/audio-analysis/7FjZU7XFs7P9jHI9Z0yRhK,190302,4
You're Beautiful,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,audio_features,0vg4WnUWvze6pBOJDTq99k,spotify:track:0vg4WnUWvze6pBOJDTq99k,https://api.spotify.com/v1/tracks/0vg4WnUWvze6pBOJDTq99k,https://api.spotify.com/v1/audio-analysis/0vg4WnUWvze6pBOJDTq99k,209493,4
hate u love u,0.407,0.416,6,-8.915,0,0.174,0.656,0,0.0981,0.246,176.947,audio_features,6ATgDc6e4sPn84hvJsAmPt,spotify:track:6ATgDc6e4sPn84hvJsAmPt,https://api.spotify.com/v1/tracks/6ATgDc6e4sPn84hvJsAmPt,https://api.spotify.com/v1/audio-analysis/6ATgDc6e4sPn84hvJsAmPt,175467,4
As You Need,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,audio_features,4uLU6hMCjMI75M1A2tKUQC,spotify:track:4uLU6hMCjMI75M1A2tKUQC,https://api.spotify.com/v1/tracks/4uLU6hMCjMI75M1A2tKUQC,https://api.spotify.com/v1/audio-analysis/4uLU6hMCjMI75M1A2tKUQC,213573,4
Heaven In Hiding,0.55,0.874,1,-3.954,0,0.136,0.0957,0,0.0618,0.476,117.926,audio_features,2zRiYzBzeabQQ16BK3c6jk,spotify:track:2zRiYzBzeabQQ16BK3c6jk,https://api.spotify.com/v1/tracks/2zRiYzBzeabQQ16BK3c6jk,https://api.spotify.com/v1/audio-analysis/2zRiYzBzeabQQ16BK3c6jk,207174,4
Raat Bhar,0.619,0.88,1,-4.549,0,0.0535,0.0173,0.00104,0.166,0.392,129.969,audio_features,3ctaMit7CuiHIPVYrRvm15,spotify:track:3ctaMit7CuiHIPVYrRvm15,https://api.spotify.com/v1/tracks/3ctaMit7CuiHIPVYrRvm15,https://api.spotify.com/v1/audio-analysis/3ctaMit7CuiHIPVYrRvm15,325582,4
She Will Be Loved,0.651,0.658,0,-5.564,0,0.0274,0.218,0,0.0979,0.462,102.001,audio_features,6Q64QawnGR7LuDaQIv05hk,spotify:track:6Q64QawnGR7LuDaQIv05hk,https://api.spotify.com/v1/tracks/6Q64QawnGR7LuDaQIv05hk,https://api.spotify.com/v1/audio-analysis/6Q64QawnGR7LuDaQIv05hk,260493,4
Radio Silence - King Arthur Remix,0.658,0.751,4,-7.628,0,0.0488,0.018,0.00019,0.0846,0.197,123.961,audio_features,2dOzjjJNYi4fdIXuWtXbsE,spotify:track:2dOzjjJNYi4fdIXuWtXbsE,https://api.spotify.com/v1/tracks/2dOzjjJNYi4fdIXuWtXbsE,https://api.spotify.com/v1/audio-analysis/2dOzjjJNYi4fdIXuWtXbsE,226925,4
Channa Mereya,0.476,0.788,9,-4.821,0,0.0446,0.237,2.49e-05,0.106,0.746,90.066,audio_features,0H2iJVgorRR0ZFgRqGUjUM,spotify:track:0H2iJVgorRR0ZFgRqGUjUM,https://api.spotify.com/v1/tracks/0H2iJVgorRR0ZFgRqGUjUM,https://api.spotify.com/v1/audio-analysis/0H2iJVgorRR0ZFgRqGUjUM,289333,4
Polaroid,0.652,0.898,7,-4.481,0,0.0361,0.29,0,0.073,0.472,114.043,audio_features,49COPp81lGS9Hl9OwKlsKl,spotify:track:49COPp81lGS9Hl9OwKlsKl,https://api.spotify.com/v1/tracks/49COPp81lGS9Hl9OwKlsKl,https://api.spotify.com/v1/audio-analysis/49COPp81lGS9Hl9OwKlsKl,193377,4
Waste It On Me (feat. BTS),0.669,0.684,7,-4.595,1,0.0585,0.252,0,0.72,0.466,96.097,audio_features,2FWyJIT0gL2G3xWVQ9Id5f,spotify:track:2FWyJIT0gL2G3xWVQ9Id5f,https://api.spotify.com/v1/tracks/2FWyJIT0gL2G3xWVQ9Id5f,https://api.spotify.com/v1/audio-analysis/2FWyJIT0gL2G3xWVQ9Id5f,192537,4
Bones (feat. OneRepublic),0.658,0.804,0,-5.735,1,0.0377,0.00463,0,0.178,0.508,120.047,audio_features,1pfgsjmxVZhoZpeDx6POKv,spotify:track:1pfgsjmxVZhoZpeDx6POKv,https://api.spotify.com/v1/tracks/1pfgsjmxVZhoZpeDx6POKv,https://api.spotify.com/v1/audio-analysis/1pfgsjmxVZhoZpeDx6POKv,205793,4
Need U,0.475,0.897,5,-2.383,0,0.0736,0.0184,0,0.296,0.642,78.918,audio_features,7dlNGfd6Fq8xcFb4K6Glws,spotify:track:7dlNGfd6Fq8xcFb4K6Glws,https://api.spotify.com/v1/tracks/7dlNGfd6Fq8xcFb4K6Glws,https://api.spotify.com/v1/audio-analysis/7dlNGfd6Fq8xcFb4K6Glws,210577,4
"Ik Vaari Aa (From ""Raabta"")",0.507,0.752,4,-4.856,0,0.0543,0.303,0,0.708,0.425,128.051,audio_features,5sul5AkWmzi2fE70oS7mK9,spotify:track:5sul5AkWmzi2fE70oS7mK9,https://api.spotify.com/v1/tracks/5sul5AkWmzi2fE70oS7mK9,https://api.spotify.com/v1/audio-analysis/5sul5AkWmzi2fE70oS7mK9,274687,4
Walking (feat. Swae Lee & Major Lazer),0.701,0.663,6,-7.227,1,0.202,0.0123,1.04e-05,0.131,0.334,100.001,audio_features,1qbXrxctv75pm1lWCn6Zw3,spotify:track:1qbXrxctv75pm1lWCn6Zw3,https://api.spotify.com/v1/tracks/1qbXrxctv75pm1lWCn6Zw3,https://api.spotify.com/v1/audio-analysis/1qbXrxctv75pm1lWCn6Zw3,167080,4
Boss Bitch,0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989,audio_features,78qd8dvwea0Gosb6Fe6j3k,spotify:track:78qd8dvwea0Gosb6Fe6j3k,https://api.spotify.com/v1/tracks/78qd8dvwea0Gosb6Fe6j3k,https://api.spotify.com/v1/audio-analysis/78qd8dvwea0Gosb6Fe6j3k,134240,4
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",,,,,,,,,,,,,,,,,,
Without Me (with Juice WRLD),0.742,0.515,6,-6.103,1,0.0747,0.351,0,0.184,0.452,136.02,audio_features,6Zc5f20q7sOe1IC1c1jQvZ,spotify:track:6Zc5f20q7sOe1IC1c1jQvZ,https://api.spotify.com/v1/tracks/6Zc5f20q7sOe1IC1c1jQvZ,https://api.spotify.com/v1/audio-analysis/6Zc5f20q7sOe1IC1c1jQvZ,228816,4
Hey Brother,0.518,0.692,7,-5.597,0,0.0447,0.0257,7.45e-05,0.643,0.528,126.024,audio_features,5EbcmHNH1pQAz1FfKzyzeo,spotify:track:5EbcmHNH1pQAz1FfKzyzeo,https://api.spotify.com/v1/tracks/5EbcmHNH1pQAz1FfKzyzeo,https://api.spotify.com/v1/audio-analysis/5EbcmHNH1pQAz1FfKzyzeo,262907,4
Opa,0.815,0.884,1,-4.146,1,0.213,0.00555,0.498,0.0983,0.638,145.031,audio_features,4areFtLMjGt4GmO4IAbGo0,spotify:track:4areFtLMjGt4GmO4IAbGo0,https://api.spotify.com/v1/tracks/4areFtLMjGt4GmO4IAbGo0,https://api.spotify.com/v1/audio-analysis/4areFtLMjGt4GmO4IAbGo0,140488,4
Broken Glass,0.526,0.633,7,-7.002,1,0.134,0.372,0,0.129,0.272,171.044,audio_features,78ldtCaBRJVp2i91B715L0,spotify:track:78ldtCaBRJVp2i91B715L0,https://api.spotify.com/v1/tracks/78ldtCaBRJVp2i91B715L0,https://api.spotify.com/v1/audio-analysis/78ldtCaBRJVp2i91B715L0,203947,3
O.D.D.,0.46,0.564,9,-10.329,0,0.0343,0.538,0,0.191,0.962,135.178,audio_features,3lWzVNe1yFZlkeBBzUuZYu,spotify:track:3lWzVNe1yFZlkeBBzUuZYu,https://api.spotify.com/v1/tracks/3lWzVNe1yFZlkeBBzUuZYu,https://api.spotify.com/v1/audio-analysis/3lWzVNe1yFZlkeBBzUuZYu,139845,5
Alien,0.72,0.659,10,-4.727,0,0.0403,0.0588,0,0.0662,0.567,105.955,audio_features,0RUTnY2B3s05fZuCHsNaUP,spotify:track:0RUTnY2B3s05fZuCHsNaUP,https://api.spotify.com/v1/tracks/0RUTnY2B3s05fZuCHsNaUP,https://api.spotify.com/v1/audio-analysis/0RUTnY2B3s05fZuCHsNaUP,174841,4
Don't Kill My High,0.674,0.932,8,-4.876,1,0.0718,0.0363,0,0.0576,0.826,144.039,audio_features,09yhMTRqQ1I1dniu3PoIQi,spotify:track:09yhMTRqQ1I1dniu3PoIQi,https://api.spotify.com/v1/tracks/09yhMTRqQ1I1dniu3PoIQi,https://api.spotify.com/v1/audio-analysis/09yhMTRqQ1I1dniu3PoIQi,180333,4
Good as Hell,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,audio_features,6IRdLKIyS4p7XNiP8r6rsx,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/tracks/6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/audio-analysis/6IRdLKIyS4p7XNiP8r6rsx,168840,4
Hot2Touch,0.737,0.764,8,-4.582,0,0.0507,0.000601,0,0.297,0.864,121.937,audio_features,5BjRuMM4c2C05U34nc2Qqf,spotify:track:5BjRuMM4c2C05U34nc2Qqf,https://api.spotify.com/v1/tracks/5BjRuMM4c2C05U34nc2Qqf,https://api.spotify.com/v1/audio-analysis/5BjRuMM4c2C05U34nc2Qqf,161133,4
Phone Down (feat. Emily Warren),0.597,0.682,9,-5.393,0,0.0874,0.00684,0,0.117,0.459,143.811,audio_features,5bvNpG6wiIEf1PA13TkTu2,spotify:track:5bvNpG6wiIEf1PA13TkTu2,https://api.spotify.com/v1/tracks/5bvNpG6wiIEf1PA13TkTu2,https://api.spotify.com/v1/audio-analysis/5bvNpG6wiIEf1PA13TkTu2,215565,4
High On Life (feat. Bonn),,,,,,,,,,,,,,,,,,
Llama In My Living Room,0.773,0.654,5,-7.796,0,0.284,0.53,0,0.109,0.607,128.989,audio_features,5OYUtKjALXnNjXRwTVStCK,spotify:track:5OYUtKjALXnNjXRwTVStCK,https://api.spotify.com/v1/tracks/5OYUtKjALXnNjXRwTVStCK,https://api.spotify.com/v1/audio-analysis/5OYUtKjALXnNjXRwTVStCK,181885,4
Let It Be Me,0.661,0.758,7,-5.299,1,0.0864,0.0797,0,0.106,0.387,114.098,audio_features,7nORGrTd2dDP38JC0YfZ4W,spotify:track:7nORGrTd2dDP38JC0YfZ4W,https://api.spotify.com/v1/tracks/7nORGrTd2dDP38JC0YfZ4W,https://api.spotify.com/v1/audio-analysis/7nORGrTd2dDP38JC0YfZ4W,224061,4
