,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Say Love,0.545,0.559,7,-6.372,1,0.0301,0.644,0.000292,0.123,0.368,87.002,audio_features,3cGMTR0B5zA3zQsVJjddtQ,spotify:track:3cGMTR0B5zA3zQsVJjddtQ,https://api.spotify.com/v1/tracks/3cGMTR0B5zA3zQsVJjddtQ,https://api.spotify.com/v1/audio-analysis/3cGMTR0B5zA3zQsVJjddtQ,265811,4
Out Of The Woods,0.553,0.841,7,-6.937,1,0.0396,0.000743,1.19e-05,0.341,0.338,92.008,audio_features,0qUnBLZ8bJqUNEeQgayL9t,spotify:track:0qUnBLZ8bJqUNEeQgayL9t,https://api.spotify.com/v1/tracks/0qUnBLZ8bJqUNEeQgayL9t,https://api.spotify.com/v1/audio-analysis/0qUnBLZ8bJqUNEeQgayL9t,235800,4
Drugs & The Internet,0.454,0.583,2,-6.596,1,0.133,0.321,1.06e-05,0.332,0.216,89.134,audio_features,4VM8y5Tx6UBxzfuLvYrhFf,spotify:track:4VM8y5Tx6UBxzfuLvYrhFf,https://api.spotify.com/v1/tracks/4VM8y5Tx6UBxzfuLvYrhFf,https://api.spotify.com/v1/audio-analysis/4VM8y5Tx6UBxzfuLvYrhFf,178550,4
SUGA's Interlude,0.55,0.732,0,-6.88,1,0.105,0.0864,0,0.0425,0.246,153.836,audio_features,5a0nHa7F4S9hb0Zi0zLS8w,spotify:track:5a0nHa7F4S9hb0Zi0zLS8w,https://api.spotify.com/v1/tracks/5a0nHa7F4S9hb0Zi0zLS8w,https://api.spotify.com/v1/audio-analysis/5a0nHa7F4S9hb0Zi0zLS8w,138205,4
Bad At Love,0.675,0.751,0,-3.539,1,0.0296,0.0604,0,0.0893,0.612,118.384,audio_features,7y9iMe8SOB6z3NoHE2OfXl,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,https://api.spotify.com/v1/tracks/7y9iMe8SOB6z3NoHE2OfXl,https://api.spotify.com/v1/audio-analysis/7y9iMe8SOB6z3NoHE2OfXl,181279,4
My Life Is a Party - Ryan T. & Rick M. Radio Edit,0.621,0.909,0,-5.244,1,0.036,0.03,1.09e-06,0.422,0.402,144.959,audio_features,1IDXuroj7pqZzrentmgh4H,spotify:track:1IDXuroj7pqZzrentmgh4H,https://api.spotify.com/v1/tracks/1IDXuroj7pqZzrentmgh4H,https://api.spotify.com/v1/audio-analysis/1IDXuroj7pqZzrentmgh4H,210201,4
This Love,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,audio_features,0M98PvIvx7vZ8LDpzMw1hB,spotify:track:0M98PvIvx7vZ8LDpzMw1hB,https://api.spotify.com/v1/tracks/0M98PvIvx7vZ8LDpzMw1hB,https://api.spotify.com/v1/audio-analysis/0M98PvIvx7vZ8LDpzMw1hB,189052,4
Tequila,0.781,0.862,0,-1.892,1,0.0609,0.109,1.87e-06,0.0604,0.748,93.988,audio_features,12CxOlFAgfQTjmxUUuBRZ2,spotify:track:12CxOlFAgfQTjmxUUuBRZ2,https://api.spotify.com/v1/tracks/12CxOlFAgfQTjmxUUuBRZ2,https://api.spotify.com/v1/audio-analysis/12CxOlFAgfQTjmxUUuBRZ2,234587,4
Sucker Punch,0.758,0.718,4,-6.129,0,0.0383,0.00565,0.00132,0.0781,0.127,115.04,audio_features,3CWuU5kIw8zsWJTcgreUwl,spotify:track:3CWuU5kIw8zsWJTcgreUwl,https://api.spotify.com/v1/tracks/3CWuU5kIw8zsWJTcgreUwl,https://api.spotify.com/v1/audio-analysis/3CWuU5kIw8zsWJTcgreUwl,233726,4
Makhna,0.696,0.704,1,-7.876,1,0.0423,0.167,0,0.155,0.426,124.972,audio_features,0ZHILXmUaVSLEOCWxPQ1ga,spotify:track:0ZHILXmUaVSLEOCWxPQ1ga,https://api.spotify.com/v1/tracks/0ZHILXmUaVSLEOCWxPQ1ga,https://api.spotify.com/v1/audio-analysis/0ZHILXmUaVSLEOCWxPQ1ga,183000,4
head first,0.909,0.392,6,-6.221,0,0.0652,0.278,1.77e-06,0.106,0.61,127.052,audio_features,1nDOeWBfRKA5YNQ8bKWzMM,spotify:track:1nDOeWBfRKA5YNQ8bKWzMM,https://api.spotify.com/v1/tracks/1nDOeWBfRKA5YNQ8bKWzMM,https://api.spotify.com/v1/audio-analysis/1nDOeWBfRKA5YNQ8bKWzMM,154961,4
Almost Love,0.81,0.759,9,-3.029,0,0.0376,0.111,4.73e-06,0.0919,0.615,104.993,audio_features,1yXFAwSMDZmX2ZyDLLyQ9s,spotify:track:1yXFAwSMDZmX2ZyDLLyQ9s,https://api.spotify.com/v1/tracks/1yXFAwSMDZmX2ZyDLLyQ9s,https://api.spotify.com/v1/audio-analysis/1yXFAwSMDZmX2ZyDLLyQ9s,212360,4
Beautiful (feat. Camila Cabello),0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,audio_features,4VUwkH455At9kENOfzTqmF,spotify:track:4VUwkH455At9kENOfzTqmF,https://api.spotify.com/v1/tracks/4VUwkH455At9kENOfzTqmF,https://api.spotify.com/v1/audio-analysis/4VUwkH455At9kENOfzTqmF,180000,4
1999,0.382,0.953,0,-4.726,1,0.117,0.000871,2.35e-05,0.67,0.392,155.558,audio_features,2jMFdQvxD4mCFoFixGgCCy,spotify:track:2jMFdQvxD4mCFoFixGgCCy,https://api.spotify.com/v1/tracks/2jMFdQvxD4mCFoFixGgCCy,https://api.spotify.com/v1/audio-analysis/2jMFdQvxD4mCFoFixGgCCy,215600,4
What A Man Gotta Do,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,audio_features,4wNIkl5XGiAACjFBlDWuSd,spotify:track:4wNIkl5XGiAACjFBlDWuSd,https://api.spotify.com/v1/tracks/4wNIkl5XGiAACjFBlDWuSd,https://api.spotify.com/v1/audio-analysis/4wNIkl5XGiAACjFBlDWuSd,180645,4
